rx_id,physician_id,drug_name,manufacturer,year,total_claims,total_day_supply,total_drug_cost_usd,received_payment,total_payment_usd
11221,NPI4094258033,Rinvoq,AbbVie,2021,23,2064,7468.452600399555,0,0.0
11222,NPI4094258033,Rinvoq,AbbVie,2022,27,2064,5871.231205847823,0,0.0
11223,NPI4094258033,Rinvoq,AbbVie,2023,22,2064,6428.83643943643,0,0.0
11224,NPI4094258033,Entresto,Novartis,2021,50,2806,27638.289992859874,0,0.0
11225,NPI4094258033,Entresto,Novartis,2022,43,2806,31776.32896141026,0,0.0
11226,NPI4094258033,Entresto,Novartis,2023,46,2806,33048.60990962132,0,0.0
11227,NPI4094258033,Jardiance,Boehringer Ingelheim,2021,88,2093,24358.228849686082,0,0.0
11228,NPI4094258033,Jardiance,Boehringer Ingelheim,2022,100,2093,25938.202873897404,0,0.0
11229,NPI4094258033,Jardiance,Boehringer Ingelheim,2023,84,2093,20524.922688776176,0,0.0
11230,NPI4094258033,Humira,AbbVie,2021,86,2233,3224.8090275259397,0,0.0
11231,NPI4094258033,Humira,AbbVie,2022,84,2233,3940.95407797603,0,0.0
11232,NPI4094258033,Humira,AbbVie,2023,78,2233,4005.723061224998,0,0.0
11233,NPI4094258033,Januvia,Merck,2021,894,21021,47220.408720781925,0,0.0
11234,NPI4094258033,Januvia,Merck,2022,1057,21021,46934.35970036284,0,0.0
11235,NPI4094258033,Januvia,Merck,2023,1057,21021,45288.42648280861,0,0.0
11236,NPI4094258033,Verzenio,Eli Lilly,2021,46,1419,2564.7191471885485,0,0.0
11237,NPI4094258033,Verzenio,Eli Lilly,2022,48,1419,2536.2048154987297,0,0.0
11238,NPI4094258033,Verzenio,Eli Lilly,2023,43,1419,2923.8360859336844,0,0.0
11239,NPI7892566169,Imbruvica,AbbVie,2021,222,7308,30658.163267810578,0,0.0
11240,NPI7892566169,Imbruvica,AbbVie,2022,176,7308,28536.796917806972,0,0.0
11241,NPI7892566169,Imbruvica,AbbVie,2023,216,7308,23374.000022316588,0,0.0
11242,NPI7892566169,Verzenio,Eli Lilly,2021,720,55991,366986.660894387,0,0.0
11243,NPI7892566169,Verzenio,Eli Lilly,2022,810,55991,340203.46320224256,0,0.0
11244,NPI7892566169,Verzenio,Eli Lilly,2023,739,55991,374442.8621850808,0,0.0
11245,NPI7892566169,Xarelto,Johnson & Johnson,2021,346,12204,73460.80617834674,0,0.0
11246,NPI7892566169,Xarelto,Johnson & Johnson,2022,369,12204,63434.92932386725,0,0.0
11247,NPI7892566169,Xarelto,Johnson & Johnson,2023,307,12204,71887.01977270395,0,0.0
11248,NPI7892566169,Trulicity,Eli Lilly,2021,149,4384,21480.56290457532,0,0.0
11249,NPI7892566169,Trulicity,Eli Lilly,2022,154,4384,21109.0645923713,0,0.0
11250,NPI7892566169,Trulicity,Eli Lilly,2023,122,4384,19593.458535502217,0,0.0
11251,NPI7683121555,Revlimid,Bristol-Myers Squibb,2021,77,5670,7746.026606125667,0,0.0
11252,NPI7683121555,Revlimid,Bristol-Myers Squibb,2022,83,5670,7754.167936751803,0,0.0
11253,NPI7683121555,Revlimid,Bristol-Myers Squibb,2023,90,5670,8946.223612695503,0,0.0
11254,NPI7683121555,Jardiance,Boehringer Ingelheim,2021,22,520,4390.101845846632,0,0.0
11255,NPI7683121555,Jardiance,Boehringer Ingelheim,2022,29,520,4408.214173379517,0,0.0
11256,NPI7683121555,Jardiance,Boehringer Ingelheim,2023,29,520,4347.1185968206455,0,0.0
11257,NPI7683121555,Eliquis,Pfizer,2021,95,5544,48902.59269342836,0,0.0
11258,NPI7683121555,Eliquis,Pfizer,2022,99,5544,51543.11092682375,0,0.0
11259,NPI7683121555,Eliquis,Pfizer,2023,80,5544,57225.91544286497,0,0.0
11260,NPI3220805253,Stelara,Johnson & Johnson,2021,105,3840,31621.818916567503,0,0.0
11261,NPI3220805253,Stelara,Johnson & Johnson,2022,85,3840,37722.371693554254,0,0.0
11262,NPI3220805253,Stelara,Johnson & Johnson,2023,106,3840,32919.22683383354,0,0.0
11263,NPI3220805253,Zolgensma,Novartis,2021,102,3478,30305.22353593173,0,0.0
11264,NPI3220805253,Zolgensma,Novartis,2022,101,3478,32513.151466761163,0,0.0
11265,NPI3220805253,Zolgensma,Novartis,2023,94,3478,37781.00574606522,0,0.0
11266,NPI3220805253,Pradaxa,Boehringer Ingelheim,2021,31,770,3160.045649793471,0,0.0
11267,NPI3220805253,Pradaxa,Boehringer Ingelheim,2022,34,770,3329.56393517913,0,0.0
11268,NPI3220805253,Pradaxa,Boehringer Ingelheim,2023,31,770,3251.5117225442086,0,0.0
11269,NPI3220805253,Brilinta,AstraZeneca,2021,41,3354,21980.315046749212,0,0.0
11270,NPI3220805253,Brilinta,AstraZeneca,2022,45,3354,25809.876778248155,0,0.0
11271,NPI3220805253,Brilinta,AstraZeneca,2023,38,3354,22567.459946097595,0,0.0
11272,NPI2447437260,Invega,Johnson & Johnson,2021,36,1833,6467.57267470998,1,3838.53
11273,NPI2447437260,Invega,Johnson & Johnson,2022,37,1833,6288.598671693259,1,3838.53
11274,NPI2447437260,Invega,Johnson & Johnson,2023,34,1833,6119.646968031249,1,3838.53
11275,NPI2447437260,Januvia,Merck,2021,322,23254,131430.65779289106,0,0.0
11276,NPI2447437260,Januvia,Merck,2022,287,23254,112225.13234294114,0,0.0
11277,NPI2447437260,Januvia,Merck,2023,261,23254,115731.28274613824,0,0.0
11278,NPI2447437260,Verzenio,Eli Lilly,2021,80,6536,14421.830879010116,0,0.0
11279,NPI2447437260,Verzenio,Eli Lilly,2022,78,6536,17355.282991991786,0,0.0
11280,NPI2447437260,Verzenio,Eli Lilly,2023,68,6536,15133.419318831078,0,0.0
11281,NPI2447437260,Keytruda,Merck,2021,185,9100,83154.33755375847,0,0.0
11282,NPI2447437260,Keytruda,Merck,2022,194,9100,79290.53834829974,0,0.0
11283,NPI2447437260,Keytruda,Merck,2023,177,9100,81676.73908963091,0,0.0
11284,NPI2447437260,Humira,AbbVie,2021,48,2538,22047.57038964537,0,0.0
11285,NPI2447437260,Humira,AbbVie,2022,58,2538,22484.963916685454,0,0.0
11286,NPI2447437260,Humira,AbbVie,2023,61,2538,28019.05672202219,0,0.0
11287,NPI4220290291,Eliquis,Pfizer,2021,279,17168,167729.11917753826,0,0.0
11288,NPI4220290291,Eliquis,Pfizer,2022,336,17168,175636.59110237882,0,0.0
11289,NPI4220290291,Eliquis,Pfizer,2023,284,17168,192986.35666775785,0,0.0
11290,NPI4220290291,Zolgensma,Novartis,2021,112,2438,21147.072742327222,1,36.07
11291,NPI4220290291,Zolgensma,Novartis,2022,114,2438,16900.954324706527,1,36.07
11292,NPI4220290291,Zolgensma,Novartis,2023,114,2438,18983.441120276526,1,36.07
11293,NPI7980430529,Entresto,Novartis,2021,83,5880,11497.444988800136,0,0.0
11294,NPI7980430529,Entresto,Novartis,2022,95,5880,11440.430340557425,0,0.0
11295,NPI7980430529,Entresto,Novartis,2023,71,5880,10888.152204534144,0,0.0
11296,NPI7980430529,Stelara,Johnson & Johnson,2021,640,32968,73792.58593474448,0,0.0
11297,NPI7980430529,Stelara,Johnson & Johnson,2022,673,32968,61954.6771742278,0,0.0
11298,NPI7980430529,Stelara,Johnson & Johnson,2023,635,32968,68046.86923992113,0,0.0
11299,NPI7980430529,Xarelto,Johnson & Johnson,2021,96,4480,47712.64675855262,0,0.0
11300,NPI7980430529,Xarelto,Johnson & Johnson,2022,126,4480,53225.77937247813,0,0.0
11301,NPI7980430529,Xarelto,Johnson & Johnson,2023,119,4480,49948.01960197835,0,0.0
11302,NPI7980430529,Taltz,Eli Lilly,2021,15,675,1962.9613638479307,0,0.0
11303,NPI7980430529,Taltz,Eli Lilly,2022,14,675,2035.599586210741,0,0.0
11304,NPI7980430529,Taltz,Eli Lilly,2023,15,675,2089.1757247705086,0,0.0
11305,NPI7980430529,Otezla,Amgen,2021,1402,28451,249502.50415963912,0,0.0
11306,NPI7980430529,Otezla,Amgen,2022,1322,28451,250595.1729844851,0,0.0
11307,NPI7980430529,Otezla,Amgen,2023,1202,28451,279195.6096631951,0,0.0
11308,NPI7255570508,Humira,AbbVie,2021,182,9500,23985.39237474808,0,0.0
11309,NPI7255570508,Humira,AbbVie,2022,184,9500,25853.954627739702,0,0.0
11310,NPI7255570508,Humira,AbbVie,2023,191,9500,20438.64238043052,0,0.0
11311,NPI7255570508,Opdivo,Bristol-Myers Squibb,2021,176,11242,129006.53433224278,0,0.0
11312,NPI7255570508,Opdivo,Bristol-Myers Squibb,2022,166,11242,113737.76186867768,0,0.0
11313,NPI7255570508,Opdivo,Bristol-Myers Squibb,2023,162,11242,117775.812966809,0,0.0
11314,NPI7255570508,Cosentyx,Novartis,2021,47,1104,5665.756036013143,0,0.0
11315,NPI7255570508,Cosentyx,Novartis,2022,47,1104,5109.5371084317785,0,0.0
11316,NPI7255570508,Cosentyx,Novartis,2023,43,1104,5726.622896323561,0,0.0
11317,NPI7255570508,Januvia,Merck,2021,787,46179,434849.0947579328,0,0.0
11318,NPI7255570508,Januvia,Merck,2022,716,46179,553816.1575072125,0,0.0
11319,NPI7255570508,Januvia,Merck,2023,835,46179,556011.7336175757,0,0.0
11320,NPI7255570508,Trulicity,Eli Lilly,2021,119,8692,32474.816729842078,0,0.0
11321,NPI7255570508,Trulicity,Eli Lilly,2022,98,8692,38314.18221472596,0,0.0
11322,NPI7255570508,Trulicity,Eli Lilly,2023,112,8692,37410.77884673996,0,0.0
11323,NPI7255570508,Invega,Johnson & Johnson,2021,48,3634,47390.81172062787,0,0.0
11324,NPI7255570508,Invega,Johnson & Johnson,2022,51,3634,43808.59881136478,0,0.0
11325,NPI7255570508,Invega,Johnson & Johnson,2023,52,3634,46522.8068565832,0,0.0
11326,NPI7255570508,Zolgensma,Novartis,2021,47,4089,24225.211723858138,0,0.0
11327,NPI7255570508,Zolgensma,Novartis,2022,48,4089,24969.820410338347,0,0.0
11328,NPI7255570508,Zolgensma,Novartis,2023,48,4089,21550.42085296106,0,0.0
11329,NPI6992683356,Taltz,Eli Lilly,2021,38,3444,23686.12138156392,0,0.0
11330,NPI6992683356,Taltz,Eli Lilly,2022,40,3444,27136.966157211995,0,0.0
11331,NPI6992683356,Taltz,Eli Lilly,2023,38,3444,23620.1467489255,0,0.0
11332,NPI6992683356,Revlimid,Bristol-Myers Squibb,2021,30,1458,8494.008808955221,0,0.0
11333,NPI6992683356,Revlimid,Bristol-Myers Squibb,2022,29,1458,9850.09099835336,0,0.0
11334,NPI6992683356,Revlimid,Bristol-Myers Squibb,2023,23,1458,8415.160898195625,0,0.0
11335,NPI6992683356,Stelara,Johnson & Johnson,2021,99,7820,57927.059277875735,0,0.0
11336,NPI6992683356,Stelara,Johnson & Johnson,2022,91,7820,51871.181627197155,0,0.0
11337,NPI6992683356,Stelara,Johnson & Johnson,2023,94,7820,64269.06583819832,0,0.0
11338,NPI6992683356,Farxiga,AstraZeneca,2021,240,10856,62134.68856043355,0,0.0
11339,NPI6992683356,Farxiga,AstraZeneca,2022,216,10856,58155.79324732258,0,0.0
11340,NPI6992683356,Farxiga,AstraZeneca,2023,259,10856,63856.42689798676,0,0.0
11341,NPI6992683356,Verzenio,Eli Lilly,2021,71,4266,42438.18292675728,0,0.0
11342,NPI6992683356,Verzenio,Eli Lilly,2022,70,4266,37230.02642642067,0,0.0
11343,NPI6992683356,Verzenio,Eli Lilly,2023,67,4266,40572.31791753783,0,0.0
11344,NPI8464857040,Ofev,Boehringer Ingelheim,2021,539,45188,513296.3423042883,0,0.0
11345,NPI8464857040,Ofev,Boehringer Ingelheim,2022,639,45188,485336.50900136045,0,0.0
11346,NPI8464857040,Ofev,Boehringer Ingelheim,2023,546,45188,418003.25995500025,0,0.0
11347,NPI8464857040,Jardiance,Boehringer Ingelheim,2021,162,3720,21597.27000139331,0,0.0
11348,NPI8464857040,Jardiance,Boehringer Ingelheim,2022,143,3720,22463.883287408953,0,0.0
11349,NPI8464857040,Jardiance,Boehringer Ingelheim,2023,174,3720,22908.055276293464,0,0.0
11350,NPI8464857040,Pradaxa,Boehringer Ingelheim,2021,140,13137,23352.816372375237,0,0.0
11351,NPI8464857040,Pradaxa,Boehringer Ingelheim,2022,132,13137,22752.438486297164,0,0.0
11352,NPI8464857040,Pradaxa,Boehringer Ingelheim,2023,164,13137,24634.14033908371,0,0.0
11353,NPI8464857040,Verzenio,Eli Lilly,2021,10,560,5668.443455426969,0,0.0
11354,NPI8464857040,Verzenio,Eli Lilly,2022,10,560,5103.052633962222,0,0.0
11355,NPI8464857040,Verzenio,Eli Lilly,2023,9,560,6081.316891715373,0,0.0
11356,NPI8464857040,Eliquis,Pfizer,2021,202,12264,68511.90715607382,0,0.0
11357,NPI8464857040,Eliquis,Pfizer,2022,249,12264,64717.58039118208,0,0.0
11358,NPI8464857040,Eliquis,Pfizer,2023,190,12264,71449.45433374138,0,0.0
11359,NPI8464857040,Imbruvica,AbbVie,2021,135,8418,22762.384536594436,0,0.0
11360,NPI8464857040,Imbruvica,AbbVie,2022,130,8418,19001.64814086459,0,0.0
11361,NPI8464857040,Imbruvica,AbbVie,2023,128,8418,19180.65162919991,0,0.0
11362,NPI8464857040,Enbrel,Amgen,2021,38,2030,23335.936155749416,0,0.0
11363,NPI8464857040,Enbrel,Amgen,2022,36,2030,18648.169818409617,0,0.0
11364,NPI8464857040,Enbrel,Amgen,2023,31,2030,20029.108116887364,0,0.0
11365,NPI3494172810,Entresto,Novartis,2021,141,3024,13892.040713154818,0,0.0
11366,NPI3494172810,Entresto,Novartis,2022,133,3024,11521.089373194196,0,0.0
11367,NPI3494172810,Entresto,Novartis,2023,138,3024,11499.65994474821,0,0.0
11368,NPI3494172810,Humira,AbbVie,2021,95,3432,15749.382518998595,0,0.0
11369,NPI3494172810,Humira,AbbVie,2022,87,3432,15909.45957350758,0,0.0
11370,NPI3494172810,Humira,AbbVie,2023,82,3432,13414.571548085038,0,0.0
11371,NPI3494172810,Brilinta,AstraZeneca,2021,10,550,1841.4745206679681,0,0.0
11372,NPI3494172810,Brilinta,AstraZeneca,2022,11,550,1616.4432055533737,0,0.0
11373,NPI3494172810,Brilinta,AstraZeneca,2023,10,550,1620.9216610942728,0,0.0
11374,NPI3494172810,Farxiga,AstraZeneca,2021,21,828,6088.2773527847785,0,0.0
11375,NPI3494172810,Farxiga,AstraZeneca,2022,22,828,6121.554571028706,0,0.0
11376,NPI3494172810,Farxiga,AstraZeneca,2023,20,828,7035.972220897151,0,0.0
11377,NPI3494172810,Xeljanz,Pfizer,2021,100,2185,11825.296211663444,0,0.0
11378,NPI3494172810,Xeljanz,Pfizer,2022,87,2185,14804.303144559772,0,0.0
11379,NPI3494172810,Xeljanz,Pfizer,2023,99,2185,11503.544599737252,0,0.0
11380,NPI3494172810,Cosentyx,Novartis,2021,119,5704,14772.655135978885,0,0.0
11381,NPI3494172810,Cosentyx,Novartis,2022,138,5704,16874.077495848825,0,0.0
11382,NPI3494172810,Cosentyx,Novartis,2023,121,5704,15015.962556097451,0,0.0
11383,NPI4057153528,Otezla,Amgen,2021,88,5929,44007.51068848955,0,0.0
11384,NPI4057153528,Otezla,Amgen,2022,66,5929,45972.777314737985,0,0.0
11385,NPI4057153528,Otezla,Amgen,2023,87,5929,49814.37955585571,0,0.0
11386,NPI4057153528,Januvia,Merck,2021,37,1064,10993.6538122161,0,0.0
11387,NPI4057153528,Januvia,Merck,2022,41,1064,9974.982707272617,0,0.0
11388,NPI4057153528,Januvia,Merck,2023,35,1064,10359.517976917658,0,0.0
11389,NPI4057153528,Gardasil,Merck,2021,70,1792,14955.572255414683,0,0.0
11390,NPI4057153528,Gardasil,Merck,2022,55,1792,15542.158794074652,0,0.0
11391,NPI4057153528,Gardasil,Merck,2023,71,1792,15661.058479573423,0,0.0
11392,NPI4057153528,Humira,AbbVie,2021,49,3888,22768.446837803403,0,0.0
11393,NPI4057153528,Humira,AbbVie,2022,43,3888,20506.05561451251,0,0.0
11394,NPI4057153528,Humira,AbbVie,2023,45,3888,24188.34249478145,0,0.0
11395,NPI4057153528,Zolgensma,Novartis,2021,209,6400,23553.80824121278,0,0.0
11396,NPI4057153528,Zolgensma,Novartis,2022,206,6400,21887.89394625444,0,0.0
11397,NPI4057153528,Zolgensma,Novartis,2023,191,6400,19343.39246198215,0,0.0
11398,NPI4057153528,Jardiance,Boehringer Ingelheim,2021,114,9960,85978.90818485127,0,0.0
11399,NPI4057153528,Jardiance,Boehringer Ingelheim,2022,136,9960,76055.09358537206,0,0.0
11400,NPI4057153528,Jardiance,Boehringer Ingelheim,2023,132,9960,79403.61321976622,0,0.0
11401,NPI1381055055,Jardiance,Boehringer Ingelheim,2021,216,5460,40334.58652247475,0,0.0
11402,NPI1381055055,Jardiance,Boehringer Ingelheim,2022,218,5460,36006.48273880075,0,0.0
11403,NPI1381055055,Jardiance,Boehringer Ingelheim,2023,168,5460,36408.875703536556,0,0.0
11404,NPI1381055055,Keytruda,Merck,2021,202,5310,51248.000118249394,0,0.0
11405,NPI1381055055,Keytruda,Merck,2022,196,5310,55305.73862619403,0,0.0
11406,NPI1381055055,Keytruda,Merck,2023,195,5310,51877.4605558532,0,0.0
11407,NPI1381055055,Humira,AbbVie,2021,19,1092,12007.055127133932,0,0.0
11408,NPI1381055055,Humira,AbbVie,2022,22,1092,11325.42521568032,0,0.0
11409,NPI1381055055,Humira,AbbVie,2023,22,1092,13467.981378330072,0,0.0
11410,NPI1381055055,Farxiga,AstraZeneca,2021,164,9328,73924.66223308803,0,0.0
11411,NPI1381055055,Farxiga,AstraZeneca,2022,184,9328,67735.72805693482,0,0.0
11412,NPI1381055055,Farxiga,AstraZeneca,2023,156,9328,69021.87460758518,0,0.0
11413,NPI8818711981,Repatha,Amgen,2021,142,11130,142255.64784342522,0,0.0
11414,NPI8818711981,Repatha,Amgen,2022,135,11130,128633.14041585996,0,0.0
11415,NPI8818711981,Repatha,Amgen,2023,175,11130,143594.94781023762,0,0.0
11416,NPI8818711981,Farxiga,AstraZeneca,2021,241,23994,100255.66136807512,0,0.0
11417,NPI8818711981,Farxiga,AstraZeneca,2022,272,23994,99349.3271706807,0,0.0
11418,NPI8818711981,Farxiga,AstraZeneca,2023,239,23994,83503.73490751752,0,0.0
11419,NPI6241867613,Jardiance,Boehringer Ingelheim,2021,39,2700,21474.133532444495,0,0.0
11420,NPI6241867613,Jardiance,Boehringer Ingelheim,2022,33,2700,21079.92234547172,0,0.0
11421,NPI6241867613,Jardiance,Boehringer Ingelheim,2023,34,2700,19878.510855763132,0,0.0
11422,NPI6241867613,Trulicity,Eli Lilly,2021,30,1280,10002.32284519306,0,0.0
11423,NPI6241867613,Trulicity,Eli Lilly,2022,27,1280,9598.760951670894,0,0.0
11424,NPI6241867613,Trulicity,Eli Lilly,2023,33,1280,9403.919694957345,0,0.0
11425,NPI6241867613,Xarelto,Johnson & Johnson,2021,29,2856,21511.3335347176,0,0.0
11426,NPI6241867613,Xarelto,Johnson & Johnson,2022,36,2856,19712.050792723938,0,0.0
11427,NPI6241867613,Xarelto,Johnson & Johnson,2023,33,2856,19614.08056743429,0,0.0
11428,NPI6241867613,Lyrica,Pfizer,2021,156,7742,103307.76414333025,0,0.0
11429,NPI6241867613,Lyrica,Pfizer,2022,151,7742,84954.60758149775,0,0.0
11430,NPI6241867613,Lyrica,Pfizer,2023,177,7742,94400.1610831806,0,0.0
11431,NPI6241867613,Stelara,Johnson & Johnson,2021,21,1518,11996.451944632305,0,0.0
11432,NPI6241867613,Stelara,Johnson & Johnson,2022,21,1518,12480.40134471289,0,0.0
11433,NPI6241867613,Stelara,Johnson & Johnson,2023,24,1518,11674.920563137228,0,0.0
11434,NPI6241867613,Symbicort,AstraZeneca,2021,67,1679,16698.4085317569,0,0.0
11435,NPI6241867613,Symbicort,AstraZeneca,2022,76,1679,21025.048671899258,0,0.0
11436,NPI6241867613,Symbicort,AstraZeneca,2023,65,1679,20205.374629795042,0,0.0
11437,NPI6241867613,Humira,AbbVie,2021,171,10206,90569.18562134824,1,29.35
11438,NPI6241867613,Humira,AbbVie,2022,140,10206,97010.09781553547,1,29.35
11439,NPI6241867613,Humira,AbbVie,2023,164,10206,80323.95735281796,1,29.35
11440,NPI3683100626,Imbruvica,AbbVie,2021,83,4784,55795.15978021174,0,0.0
11441,NPI3683100626,Imbruvica,AbbVie,2022,83,4784,50521.75368227724,0,0.0
11442,NPI3683100626,Imbruvica,AbbVie,2023,82,4784,60665.10433637376,0,0.0
11443,NPI3683100626,Enbrel,Amgen,2021,52,2610,4342.359592679388,0,0.0
11444,NPI3683100626,Enbrel,Amgen,2022,66,2610,4875.980639323666,0,0.0
11445,NPI3683100626,Enbrel,Amgen,2023,49,2610,5415.911766165679,0,0.0
11446,NPI3683100626,Jardiance,Boehringer Ingelheim,2021,89,4160,16601.52794457743,0,0.0
11447,NPI3683100626,Jardiance,Boehringer Ingelheim,2022,82,4160,14902.687847984007,0,0.0
11448,NPI3683100626,Jardiance,Boehringer Ingelheim,2023,90,4160,19068.659585251535,0,0.0
11449,NPI3683100626,Invega,Johnson & Johnson,2021,25,754,4434.465897167812,0,0.0
11450,NPI3683100626,Invega,Johnson & Johnson,2022,23,754,4458.350721363465,0,0.0
11451,NPI3683100626,Invega,Johnson & Johnson,2023,25,754,5176.364686925413,0,0.0
11452,NPI3683100626,Humira,AbbVie,2021,47,2852,21164.825275170384,0,0.0
11453,NPI3683100626,Humira,AbbVie,2022,40,2852,20697.52983095342,0,0.0
11454,NPI3683100626,Humira,AbbVie,2023,41,2852,23088.325320524156,0,0.0
11455,NPI3683100626,Verzenio,Eli Lilly,2021,323,11248,43105.85286249451,0,0.0
11456,NPI3683100626,Verzenio,Eli Lilly,2022,323,11248,42983.55181113085,0,0.0
11457,NPI3683100626,Verzenio,Eli Lilly,2023,275,11248,47730.05808099451,0,0.0
11458,NPI3683100626,Taltz,Eli Lilly,2021,146,5371,55483.2853869119,0,0.0
11459,NPI3683100626,Taltz,Eli Lilly,2022,133,5371,58952.78692020218,0,0.0
11460,NPI3683100626,Taltz,Eli Lilly,2023,134,5371,55429.09800585076,0,0.0
11461,NPI1624748782,Pradaxa,Boehringer Ingelheim,2021,14,512,6686.258677990361,0,0.0
11462,NPI1624748782,Pradaxa,Boehringer Ingelheim,2022,17,512,6965.396652292361,0,0.0
11463,NPI1624748782,Pradaxa,Boehringer Ingelheim,2023,14,512,6713.458999511058,0,0.0
11464,NPI1624748782,Zolgensma,Novartis,2021,85,2592,20291.839710434295,0,0.0
11465,NPI1624748782,Zolgensma,Novartis,2022,87,2592,19089.887576355297,0,0.0
11466,NPI1624748782,Zolgensma,Novartis,2023,97,2592,16605.88855376831,0,0.0
11467,NPI1624748782,Opdivo,Bristol-Myers Squibb,2021,69,4312,12057.432458919338,0,0.0
11468,NPI1624748782,Opdivo,Bristol-Myers Squibb,2022,79,4312,11666.627115100244,0,0.0
11469,NPI1624748782,Opdivo,Bristol-Myers Squibb,2023,76,4312,9442.467720085171,0,0.0
11470,NPI1624748782,Humira,AbbVie,2021,16,768,3066.037804618394,0,0.0
11471,NPI1624748782,Humira,AbbVie,2022,15,768,3657.4738732320434,0,0.0
11472,NPI1624748782,Humira,AbbVie,2023,15,768,3615.5256252207587,0,0.0
11473,NPI7510685527,Imbruvica,AbbVie,2021,243,20944,111409.01178898472,0,0.0
11474,NPI7510685527,Imbruvica,AbbVie,2022,230,20944,104811.67457796678,0,0.0
11475,NPI7510685527,Imbruvica,AbbVie,2023,237,20944,112875.35805147079,0,0.0
11476,NPI7510685527,Xeljanz,Pfizer,2021,210,9840,73849.18989815077,0,0.0
11477,NPI7510685527,Xeljanz,Pfizer,2022,249,9840,80366.40822895424,0,0.0
11478,NPI7510685527,Xeljanz,Pfizer,2023,244,9840,76723.69789975007,0,0.0
11479,NPI7738637675,Lyrica,Pfizer,2021,982,64021,325629.30664749537,0,0.0
11480,NPI7738637675,Lyrica,Pfizer,2022,785,64021,343856.6235257939,0,0.0
11481,NPI7738637675,Lyrica,Pfizer,2023,765,64021,380612.4111782563,0,0.0
11482,NPI7738637675,Otezla,Amgen,2021,162,13937,57782.58521765485,0,0.0
11483,NPI7738637675,Otezla,Amgen,2022,155,13937,68399.80564367781,0,0.0
11484,NPI7738637675,Otezla,Amgen,2023,183,13937,56450.63707134884,0,0.0
11485,NPI7738637675,Stelara,Johnson & Johnson,2021,66,3150,31343.081969503182,0,0.0
11486,NPI7738637675,Stelara,Johnson & Johnson,2022,79,3150,33268.392066348395,0,0.0
11487,NPI7738637675,Stelara,Johnson & Johnson,2023,73,3150,26290.91099019253,0,0.0
11488,NPI7738637675,Pradaxa,Boehringer Ingelheim,2021,150,3969,45090.62192264714,0,0.0
11489,NPI7738637675,Pradaxa,Boehringer Ingelheim,2022,153,3969,35219.941444599295,0,0.0
11490,NPI7738637675,Pradaxa,Boehringer Ingelheim,2023,148,3969,37628.65478685294,0,0.0
11491,NPI6995607868,Enbrel,Amgen,2021,152,10266,58656.28043896596,0,0.0
11492,NPI6995607868,Enbrel,Amgen,2022,191,10266,48608.18492945687,0,0.0
11493,NPI6995607868,Enbrel,Amgen,2023,192,10266,54518.90028445674,0,0.0
11494,NPI6995607868,Entresto,Novartis,2021,105,5775,52476.4978721066,0,0.0
11495,NPI6995607868,Entresto,Novartis,2022,90,5775,42991.71929148384,0,0.0
11496,NPI6995607868,Entresto,Novartis,2023,109,5775,51268.38869757012,0,0.0
11497,NPI2834028738,Verzenio,Eli Lilly,2021,145,4128,11625.105697282832,0,0.0
11498,NPI2834028738,Verzenio,Eli Lilly,2022,120,4128,12683.606135809992,0,0.0
11499,NPI2834028738,Verzenio,Eli Lilly,2023,134,4128,15010.6538578481,0,0.0
11500,NPI2834028738,Ofev,Boehringer Ingelheim,2021,81,5772,63001.35785047411,0,0.0
11501,NPI2834028738,Ofev,Boehringer Ingelheim,2022,69,5772,53662.38584918686,0,0.0
11502,NPI2834028738,Ofev,Boehringer Ingelheim,2023,71,5772,60315.11159374645,0,0.0
11503,NPI2834028738,Xeljanz,Pfizer,2021,225,9844,46429.34648186829,0,0.0
11504,NPI2834028738,Xeljanz,Pfizer,2022,214,9844,44889.24434712511,0,0.0
11505,NPI2834028738,Xeljanz,Pfizer,2023,195,9844,37161.994606994136,0,0.0
11506,NPI2834028738,Farxiga,AstraZeneca,2021,25,1820,14185.614358792498,0,0.0
11507,NPI2834028738,Farxiga,AstraZeneca,2022,28,1820,11638.197929919777,0,0.0
11508,NPI2834028738,Farxiga,AstraZeneca,2023,31,1820,12037.50616906253,0,0.0
11509,NPI9218944525,Opdivo,Bristol-Myers Squibb,2021,46,4346,29162.2633737118,0,0.0
11510,NPI9218944525,Opdivo,Bristol-Myers Squibb,2022,50,4346,32067.113362031803,0,0.0
11511,NPI9218944525,Opdivo,Bristol-Myers Squibb,2023,55,4346,35272.32219376957,0,0.0
11512,NPI9218944525,Cosentyx,Novartis,2021,60,4860,36876.627265197,0,0.0
11513,NPI9218944525,Cosentyx,Novartis,2022,67,4860,32718.00405824192,0,0.0
11514,NPI9218944525,Cosentyx,Novartis,2023,62,4860,37094.7589931157,0,0.0
11515,NPI7778422170,Brilinta,AstraZeneca,2021,44,990,9416.507765569735,0,0.0
11516,NPI7778422170,Brilinta,AstraZeneca,2022,47,990,12148.269270570765,0,0.0
11517,NPI7778422170,Brilinta,AstraZeneca,2023,46,990,9503.708980362942,0,0.0
11518,NPI7778422170,Otezla,Amgen,2021,26,1525,17603.259317093856,0,0.0
11519,NPI7778422170,Otezla,Amgen,2022,26,1525,16861.04789806417,0,0.0
11520,NPI7778422170,Otezla,Amgen,2023,24,1525,14228.682848798899,0,0.0
