payment_id,physician_id,company,drug_name,category,amount_usd,year
3290,NPI6420473697,Bristol-Myers Squibb,Eliquis,Food and Beverage,29.27,2019
3291,NPI6420473697,Bristol-Myers Squibb,Opdivo,Food and Beverage,32.49,2022
3292,NPI6420473697,Bristol-Myers Squibb,Revlimid,Consulting Fee,973.04,2023
3293,NPI6420473697,Pfizer,Eliquis,Food and Beverage,7.77,2022
3294,NPI6420473697,Pfizer,Xeljanz,Travel and Lodging,166.11,2023
3295,NPI6420473697,Amgen,Enbrel,Education,484.13,2020
3296,NPI4094258033,Amgen,Enbrel,Food and Beverage,46.46,2021
3297,NPI4094258033,Johnson & Johnson,Invega,Food and Beverage,7.17,2023
3298,NPI4094258033,Johnson & Johnson,Invega,Research,20463.28,2022
3299,NPI4094258033,Amgen,Enbrel,Food and Beverage,34.53,2021
3300,NPI7683121555,Amgen,Otezla,Consulting Fee,2420.9,2019
3301,NPI7683121555,AstraZeneca,Brilinta,Food and Beverage,7.67,2022
3302,NPI7683121555,AstraZeneca,Farxiga,Speaker Fee,1404.96,2020
3303,NPI2447437260,Pfizer,Lyrica,Food and Beverage,13.2,2023
3304,NPI2447437260,Johnson & Johnson,Stelara,Travel and Lodging,169.59,2022
3305,NPI2447437260,AstraZeneca,Farxiga,Grant,35458.07,2020
3306,NPI2447437260,Pfizer,Lyrica,Food and Beverage,3.38,2019
3307,NPI2447437260,AstraZeneca,Symbicort,Research,5663.82,2021
3308,NPI2447437260,Johnson & Johnson,Invega,Consulting Fee,3814.12,2020
3309,NPI2447437260,Johnson & Johnson,Invega,Food and Beverage,19.13,2021
3310,NPI2447437260,Pfizer,Eliquis,Food and Beverage,11.23,2020
3311,NPI2447437260,AstraZeneca,Symbicort,Food and Beverage,51.37,2020
3312,NPI2447437260,Johnson & Johnson,Xarelto,Food and Beverage,26.6,2023
3313,NPI2447437260,AstraZeneca,Farxiga,Food and Beverage,21.27,2022
3314,NPI2447437260,AstraZeneca,Symbicort,Food and Beverage,1.21,2022
3315,NPI2447437260,Pfizer,Lyrica,Education,500.84,2023
3316,NPI2447437260,Pfizer,Lyrica,Food and Beverage,26.33,2023
3317,NPI2447437260,AstraZeneca,Symbicort,Grant,33338.03,2021
3318,NPI2447437260,Pfizer,Eliquis,Food and Beverage,20.06,2022
3319,NPI2447437260,Johnson & Johnson,Invega,Food and Beverage,5.28,2022
3320,NPI2447437260,Johnson & Johnson,Xarelto,Food and Beverage,73.2,2020
3321,NPI4220290291,Boehringer Ingelheim,Pradaxa,Food and Beverage,22.97,2021
3322,NPI4220290291,Boehringer Ingelheim,Pradaxa,Food and Beverage,3.06,2022
3323,NPI4220290291,Bristol-Myers Squibb,Revlimid,Food and Beverage,18.19,2019
3324,NPI4220290291,Novartis,Zolgensma,Food and Beverage,36.07,2023
3325,NPI7255570508,Pfizer,Lyrica,Food and Beverage,19.96,2019
3326,NPI7255570508,Pfizer,Lyrica,Consulting Fee,864.09,2019
3327,NPI7255570508,Pfizer,Lyrica,Travel and Lodging,257.48,2022
3328,NPI7255570508,Pfizer,Lyrica,Food and Beverage,42.35,2022
3329,NPI7255570508,Pfizer,Lyrica,Speaker Fee,1838.33,2021
3330,NPI3494172810,Johnson & Johnson,Xarelto,Consulting Fee,2294.7,2021
3331,NPI3494172810,Johnson & Johnson,Stelara,Food and Beverage,24.19,2022
3332,NPI3494172810,Johnson & Johnson,Invega,Food and Beverage,31.15,2022
3333,NPI4057153528,Eli Lilly,Verzenio,Food and Beverage,6.41,2022
3334,NPI4057153528,Novartis,Cosentyx,Food and Beverage,76.24,2020
3335,NPI4057153528,Eli Lilly,Trulicity,Food and Beverage,11.85,2023
3336,NPI4057153528,Eli Lilly,Taltz,Food and Beverage,22.88,2021
3337,NPI1381055055,Eli Lilly,Trulicity,Education,1348.2,2019
3338,NPI8818711981,Johnson & Johnson,Invega,Food and Beverage,34.87,2022
3339,NPI8818711981,Johnson & Johnson,Invega,Travel and Lodging,266.72,2023
3340,NPI6241867613,AbbVie,Humira,Food and Beverage,29.35,2023
3341,NPI1624748782,Amgen,Enbrel,Food and Beverage,19.64,2020
3342,NPI7510685527,Novartis,Zolgensma,Food and Beverage,32.63,2019
3343,NPI7510685527,Novartis,Zolgensma,Food and Beverage,36.8,2023
3344,NPI7510685527,Novartis,Zolgensma,Speaker Fee,1943.44,2023
3345,NPI7510685527,Novartis,Zolgensma,Food and Beverage,28.56,2023
3346,NPI7510685527,Novartis,Zolgensma,Travel and Lodging,520.27,2022
3347,NPI7510685527,Novartis,Zolgensma,Food and Beverage,11.84,2023
3348,NPI7510685527,Novartis,Cosentyx,Food and Beverage,23.99,2021
3349,NPI7738637675,Eli Lilly,Verzenio,Food and Beverage,8.14,2022
3350,NPI7738637675,Eli Lilly,Verzenio,Food and Beverage,3.86,2022
3351,NPI7738637675,AbbVie,Rinvoq,Food and Beverage,13.08,2022
3352,NPI7738637675,AbbVie,Humira,Consulting Fee,1804.08,2021
3353,NPI9218944525,Eli Lilly,Taltz,Food and Beverage,50.15,2020
3354,NPI9218944525,Pfizer,Eliquis,Food and Beverage,24.25,2022
3355,NPI9218944525,Pfizer,Xeljanz,Food and Beverage,3.65,2022
3356,NPI9218944525,Pfizer,Lyrica,Food and Beverage,9.66,2022
3357,NPI9218944525,Pfizer,Lyrica,Food and Beverage,12.74,2021
3358,NPI9218944525,Eli Lilly,Verzenio,Food and Beverage,11.02,2022
3359,NPI9218944525,Pfizer,Lyrica,Consulting Fee,5868.9,2022
3360,NPI9218944525,Pfizer,Xeljanz,Food and Beverage,8.8,2021
3361,NPI9218944525,Pfizer,Eliquis,Food and Beverage,7.35,2021
3362,NPI9218944525,Eli Lilly,Taltz,Food and Beverage,7.26,2021
3363,NPI9218944525,Eli Lilly,Verzenio,Speaker Fee,6408.88,2019
3364,NPI9218944525,Pfizer,Lyrica,Travel and Lodging,700.14,2022
3365,NPI9218944525,Eli Lilly,Trulicity,Consulting Fee,730.12,2022
3366,NPI9218944525,Pfizer,Eliquis,Food and Beverage,5.36,2022
3367,NPI9218944525,Pfizer,Xeljanz,Royalty or License,35801.66,2020
3368,NPI7778422170,Boehringer Ingelheim,Ofev,Travel and Lodging,701.83,2021
3369,NPI7778422170,Boehringer Ingelheim,Pradaxa,Food and Beverage,9.91,2019
3370,NPI7778422170,Eli Lilly,Taltz,Food and Beverage,12.25,2023
3371,NPI6858495310,Eli Lilly,Verzenio,Food and Beverage,51.08,2020
3372,NPI4750024698,Novartis,Entresto,Consulting Fee,164.13,2021
3373,NPI6801448057,Johnson & Johnson,Invega,Grant,126601.93,2022
3374,NPI2279674116,Boehringer Ingelheim,Ofev,Food and Beverage,42.3,2020
3375,NPI2279674116,Boehringer Ingelheim,Ofev,Speaker Fee,1116.64,2022
3376,NPI2279674116,Boehringer Ingelheim,Ofev,Consulting Fee,4574.79,2023
3377,NPI2279674116,Boehringer Ingelheim,Ofev,Consulting Fee,1615.16,2020
3378,NPI2279674116,Boehringer Ingelheim,Ofev,Food and Beverage,9.16,2023
3379,NPI2279674116,Boehringer Ingelheim,Pradaxa,Food and Beverage,14.23,2022
3380,NPI2279674116,Boehringer Ingelheim,Ofev,Food and Beverage,93.71,2022
3381,NPI2279674116,Boehringer Ingelheim,Ofev,Speaker Fee,1699.05,2023
3382,NPI2279674116,Boehringer Ingelheim,Jardiance,Food and Beverage,49.97,2019
3383,NPI8960483332,AstraZeneca,Symbicort,Travel and Lodging,420.37,2020
3384,NPI8960483332,AstraZeneca,Symbicort,Food and Beverage,7.19,2022
3385,NPI8960483332,AstraZeneca,Brilinta,Food and Beverage,15.06,2021
3386,NPI8960483332,AstraZeneca,Brilinta,Gift,64.19,2019
3387,NPI8960483332,AstraZeneca,Brilinta,Food and Beverage,6.6,2020
3388,NPI8960483332,AstraZeneca,Brilinta,Food and Beverage,17.46,2020
3389,NPI8960483332,AstraZeneca,Farxiga,Speaker Fee,11617.37,2022
3390,NPI8960483332,AstraZeneca,Brilinta,Food and Beverage,8.47,2021
3391,NPI8960483332,AstraZeneca,Farxiga,Speaker Fee,3659.37,2019
3392,NPI8960483332,AstraZeneca,Brilinta,Food and Beverage,22.03,2021
3393,NPI8960483332,AstraZeneca,Farxiga,Speaker Fee,3109.34,2021
3394,NPI8960483332,AstraZeneca,Brilinta,Food and Beverage,26.44,2022
3395,NPI9566492037,AstraZeneca,Farxiga,Food and Beverage,59.2,2019
3396,NPI9566492037,Pfizer,Lyrica,Royalty or License,12820.92,2021
3397,NPI9566492037,Johnson & Johnson,Xarelto,Food and Beverage,70.88,2019
3398,NPI9566492037,AstraZeneca,Brilinta,Food and Beverage,57.83,2022
3399,NPI9566492037,AstraZeneca,Symbicort,Food and Beverage,25.77,2021
3400,NPI9566492037,AstraZeneca,Farxiga,Travel and Lodging,246.67,2022
3401,NPI9566492037,Johnson & Johnson,Invega,Food and Beverage,22.09,2019
3402,NPI9566492037,Pfizer,Xeljanz,Food and Beverage,56.05,2021
3403,NPI9566492037,Pfizer,Xeljanz,Speaker Fee,4450.16,2023
3404,NPI9566492037,AstraZeneca,Brilinta,Food and Beverage,22.41,2023
3405,NPI4850658705,Johnson & Johnson,Xarelto,Education,2010.05,2021
3406,NPI8056548167,Novartis,Zolgensma,Food and Beverage,9.74,2019
3407,NPI8056548167,Merck,Gardasil,Food and Beverage,16.21,2020
3408,NPI8454025245,Johnson & Johnson,Invega,Consulting Fee,1746.17,2023
3409,NPI2308039400,AstraZeneca,Farxiga,Research,11032.06,2023
3410,NPI2308039400,AstraZeneca,Brilinta,Food and Beverage,5.64,2019
3411,NPI2308039400,AstraZeneca,Farxiga,Consulting Fee,1509.54,2022
3412,NPI2308039400,AstraZeneca,Symbicort,Food and Beverage,12.6,2022
3413,NPI2308039400,AstraZeneca,Farxiga,Royalty or License,4381.22,2022
3414,NPI2308039400,AstraZeneca,Farxiga,Travel and Lodging,420.74,2020
3415,NPI2308039400,AstraZeneca,Symbicort,Consulting Fee,1722.12,2023
3416,NPI1271972833,Amgen,Enbrel,Research,3097.61,2022
3417,NPI1271972833,Johnson & Johnson,Invega,Food and Beverage,16.77,2019
3418,NPI6376023267,Merck,Gardasil,Consulting Fee,701.49,2020
3419,NPI6376023267,Merck,Gardasil,Travel and Lodging,175.27,2021
3420,NPI7136104077,Eli Lilly,Verzenio,Food and Beverage,10.93,2019
3421,NPI7136104077,Eli Lilly,Trulicity,Research,4117.47,2022
3422,NPI7136104077,Eli Lilly,Taltz,Food and Beverage,36.8,2020
3423,NPI7136104077,Eli Lilly,Taltz,Food and Beverage,14.33,2022
3424,NPI7136104077,Eli Lilly,Trulicity,Food and Beverage,22.63,2020
3425,NPI7136104077,Eli Lilly,Trulicity,Food and Beverage,9.07,2023
3426,NPI2947596069,Boehringer Ingelheim,Jardiance,Travel and Lodging,705.38,2023
3427,NPI2947596069,Boehringer Ingelheim,Pradaxa,Food and Beverage,14.39,2022
3428,NPI2947596069,AstraZeneca,Brilinta,Food and Beverage,32.72,2022
3429,NPI2947596069,AstraZeneca,Brilinta,Food and Beverage,36.79,2022
3430,NPI2947596069,Boehringer Ingelheim,Pradaxa,Food and Beverage,17.48,2021
3431,NPI2947596069,AstraZeneca,Brilinta,Speaker Fee,778.69,2022
3432,NPI2947596069,Boehringer Ingelheim,Jardiance,Food and Beverage,58.9,2021
3433,NPI2947596069,Boehringer Ingelheim,Jardiance,Food and Beverage,39.05,2021
3434,NPI2972050066,Merck,Gardasil,Food and Beverage,15.75,2022
3435,NPI2972050066,Merck,Keytruda,Food and Beverage,27.95,2023
3436,NPI7270354260,AbbVie,Rinvoq,Consulting Fee,1203.68,2019
3437,NPI7270354260,AbbVie,Humira,Food and Beverage,12.04,2019
3438,NPI7270354260,AbbVie,Rinvoq,Food and Beverage,42.32,2019
3439,NPI8050721371,Johnson & Johnson,Invega,Food and Beverage,6.96,2023
3440,NPI8050721371,Eli Lilly,Taltz,Food and Beverage,14.3,2022
3441,NPI8050721371,Johnson & Johnson,Invega,Food and Beverage,48.45,2021
3442,NPI8050721371,Pfizer,Lyrica,Food and Beverage,14.16,2021
3443,NPI8050721371,Johnson & Johnson,Invega,Royalty or License,31350.19,2019
3444,NPI8050721371,Johnson & Johnson,Xarelto,Speaker Fee,3357.76,2022
3445,NPI8050721371,Johnson & Johnson,Stelara,Food and Beverage,40.58,2022
3446,NPI8050721371,Johnson & Johnson,Stelara,Travel and Lodging,737.54,2019
3447,NPI8050721371,Pfizer,Lyrica,Consulting Fee,8315.32,2023
3448,NPI8050721371,Pfizer,Lyrica,Speaker Fee,3872.39,2020
3449,NPI8050721371,Pfizer,Lyrica,Grant,51787.33,2021
3450,NPI8050721371,Eli Lilly,Taltz,Food and Beverage,12.6,2023
3451,NPI8050721371,Eli Lilly,Trulicity,Consulting Fee,2685.27,2021
3452,NPI8050721371,Pfizer,Xeljanz,Food and Beverage,14.9,2022
3453,NPI8050721371,Eli Lilly,Verzenio,Food and Beverage,49.5,2022
3454,NPI8050721371,Johnson & Johnson,Xarelto,Food and Beverage,57.28,2021
3455,NPI8050721371,Johnson & Johnson,Stelara,Speaker Fee,4298.3,2021
3456,NPI8050721371,Eli Lilly,Taltz,Travel and Lodging,348.79,2020
3457,NPI8050721371,Pfizer,Eliquis,Food and Beverage,17.25,2019
3458,NPI8050721371,Johnson & Johnson,Invega,Speaker Fee,3403.84,2023
3459,NPI8050721371,Johnson & Johnson,Stelara,Food and Beverage,19.74,2022
3460,NPI3141878388,Bristol-Myers Squibb,Opdivo,Speaker Fee,2850.97,2019
3461,NPI3141878388,Bristol-Myers Squibb,Revlimid,Food and Beverage,6.98,2020
3462,NPI3141878388,Bristol-Myers Squibb,Revlimid,Food and Beverage,10.72,2023
3463,NPI3141878388,Bristol-Myers Squibb,Revlimid,Food and Beverage,7.6,2022
3464,NPI3141878388,Bristol-Myers Squibb,Eliquis,Food and Beverage,26.12,2022
3465,NPI3141878388,Bristol-Myers Squibb,Revlimid,Consulting Fee,1375.7,2020
3466,NPI3141878388,Bristol-Myers Squibb,Revlimid,Food and Beverage,36.63,2020
3467,NPI8011933647,Boehringer Ingelheim,Ofev,Food and Beverage,6.93,2023
3468,NPI8011933647,Johnson & Johnson,Stelara,Food and Beverage,4.01,2023
3469,NPI8011933647,Johnson & Johnson,Stelara,Speaker Fee,1342.52,2023
3470,NPI8011933647,Boehringer Ingelheim,Pradaxa,Food and Beverage,15.96,2023
3471,NPI8011933647,Johnson & Johnson,Stelara,Food and Beverage,1.98,2021
3472,NPI8011933647,Boehringer Ingelheim,Ofev,Food and Beverage,34.41,2023
3473,NPI8011933647,Boehringer Ingelheim,Jardiance,Food and Beverage,22.45,2022
3474,NPI8011933647,Johnson & Johnson,Invega,Travel and Lodging,817.22,2023
3475,NPI8011933647,Johnson & Johnson,Invega,Food and Beverage,6.16,2023
3476,NPI8011933647,Johnson & Johnson,Invega,Food and Beverage,41.28,2023
3477,NPI8011933647,Boehringer Ingelheim,Jardiance,Food and Beverage,21.1,2021
3478,NPI8011933647,Boehringer Ingelheim,Ofev,Food and Beverage,11.86,2019
3479,NPI8011933647,Boehringer Ingelheim,Pradaxa,Food and Beverage,10.9,2023
3480,NPI8011933647,Johnson & Johnson,Invega,Food and Beverage,12.78,2021
3481,NPI8011933647,Johnson & Johnson,Stelara,Food and Beverage,10.9,2021
3482,NPI8011933647,Boehringer Ingelheim,Jardiance,Food and Beverage,9.3,2021
3483,NPI8011933647,Boehringer Ingelheim,Pradaxa,Food and Beverage,5.66,2023
3484,NPI8011933647,Boehringer Ingelheim,Pradaxa,Food and Beverage,79.74,2022
3485,NPI8011933647,Boehringer Ingelheim,Ofev,Food and Beverage,17.94,2019
3486,NPI2716848572,Pfizer,Lyrica,Food and Beverage,11.45,2023
3487,NPI2716848572,Johnson & Johnson,Stelara,Education,258.68,2022
3488,NPI2716848572,Johnson & Johnson,Stelara,Food and Beverage,30.84,2020
3489,NPI9371637357,Amgen,Repatha,Food and Beverage,15.71,2020
3490,NPI6056900513,Pfizer,Eliquis,Consulting Fee,1920.0,2019
3491,NPI6056900513,Pfizer,Lyrica,Education,338.17,2021
3492,NPI6056900513,Pfizer,Lyrica,Food and Beverage,12.44,2023
3493,NPI4489100633,AbbVie,Rinvoq,Travel and Lodging,344.92,2021
3494,NPI4489100633,Boehringer Ingelheim,Ofev,Food and Beverage,5.07,2020
3495,NPI4489100633,Boehringer Ingelheim,Ofev,Food and Beverage,30.86,2019
3496,NPI4489100633,Amgen,Repatha,Food and Beverage,4.4,2021
3497,NPI9805331999,Eli Lilly,Verzenio,Food and Beverage,11.12,2022
3498,NPI9805331999,Eli Lilly,Verzenio,Speaker Fee,1862.74,2022
3499,NPI9805331999,Eli Lilly,Taltz,Food and Beverage,64.47,2023
3500,NPI9805331999,Eli Lilly,Trulicity,Food and Beverage,23.19,2020
3501,NPI9805331999,Pfizer,Xeljanz,Food and Beverage,23.87,2019
3502,NPI5173401755,Johnson & Johnson,Invega,Food and Beverage,10.01,2022
3503,NPI3809620653,Eli Lilly,Taltz,Food and Beverage,10.15,2022
3504,NPI3809620653,Eli Lilly,Trulicity,Food and Beverage,18.45,2020
3505,NPI3931253287,AbbVie,Imbruvica,Food and Beverage,61.73,2020
3506,NPI3931253287,AbbVie,Humira,Food and Beverage,79.97,2020
3507,NPI7190533538,Johnson & Johnson,Xarelto,Food and Beverage,15.65,2019
3508,NPI7190533538,Johnson & Johnson,Stelara,Consulting Fee,4496.17,2021
3509,NPI7190533538,Johnson & Johnson,Stelara,Food and Beverage,67.04,2022
3510,NPI7190533538,Johnson & Johnson,Xarelto,Speaker Fee,10070.13,2022
3511,NPI7190533538,Johnson & Johnson,Invega,Consulting Fee,642.64,2023
3512,NPI7190533538,Johnson & Johnson,Xarelto,Food and Beverage,11.33,2020
3513,NPI7190533538,Johnson & Johnson,Xarelto,Food and Beverage,10.16,2022
3514,NPI7190533538,Johnson & Johnson,Xarelto,Food and Beverage,17.02,2021
3515,NPI7190533538,Johnson & Johnson,Xarelto,Food and Beverage,15.38,2019
3516,NPI7190533538,Johnson & Johnson,Invega,Food and Beverage,27.76,2022
3517,NPI7190533538,Johnson & Johnson,Stelara,Travel and Lodging,653.35,2022
3518,NPI1367520376,Novartis,Entresto,Food and Beverage,32.2,2019
3519,NPI1367520376,AstraZeneca,Symbicort,Food and Beverage,15.26,2022
3520,NPI1367520376,Eli Lilly,Verzenio,Education,770.93,2022
3521,NPI1367520376,AstraZeneca,Farxiga,Research,19662.19,2022
3522,NPI7136350530,Eli Lilly,Trulicity,Travel and Lodging,318.91,2023
3523,NPI7136350530,Eli Lilly,Taltz,Food and Beverage,23.01,2022
3524,NPI2810840482,Amgen,Enbrel,Food and Beverage,14.74,2020
3525,NPI2810840482,Amgen,Repatha,Travel and Lodging,709.29,2023
3526,NPI2810840482,Amgen,Enbrel,Food and Beverage,5.11,2019
3527,NPI7564154003,Johnson & Johnson,Stelara,Food and Beverage,7.44,2019
3528,NPI7564154003,Amgen,Enbrel,Food and Beverage,13.71,2022
3529,NPI7564154003,Johnson & Johnson,Xarelto,Food and Beverage,10.34,2022
3530,NPI7564154003,Amgen,Otezla,Food and Beverage,12.35,2023
3531,NPI4191900184,Bristol-Myers Squibb,Eliquis,Consulting Fee,4327.67,2023
3532,NPI2470749197,Novartis,Entresto,Speaker Fee,3378.29,2023
3533,NPI2470749197,Novartis,Entresto,Food and Beverage,6.43,2019
3534,NPI2470749197,Novartis,Zolgensma,Food and Beverage,35.13,2023
3535,NPI2470749197,Novartis,Zolgensma,Food and Beverage,4.6,2020
3536,NPI2470749197,Novartis,Cosentyx,Food and Beverage,11.81,2019
3537,NPI2470749197,Novartis,Entresto,Consulting Fee,1197.52,2019
3538,NPI2470749197,Novartis,Zolgensma,Food and Beverage,16.64,2023
3539,NPI2470749197,Novartis,Entresto,Food and Beverage,11.38,2023
3540,NPI2470749197,Novartis,Entresto,Food and Beverage,226.75,2021
3541,NPI3038550237,Pfizer,Eliquis,Travel and Lodging,141.22,2022
3542,NPI3038550237,Bristol-Myers Squibb,Opdivo,Consulting Fee,2029.58,2023
3543,NPI3038550237,Novartis,Entresto,Food and Beverage,36.18,2020
3544,NPI3038550237,Pfizer,Eliquis,Food and Beverage,35.41,2021
3545,NPI3038550237,Pfizer,Eliquis,Food and Beverage,63.55,2020
3546,NPI8363016265,Johnson & Johnson,Stelara,Consulting Fee,506.74,2023
3547,NPI8363016265,Johnson & Johnson,Stelara,Education,1036.16,2022
3548,NPI8363016265,AbbVie,Imbruvica,Food and Beverage,55.11,2022
3549,NPI8363016265,Johnson & Johnson,Xarelto,Food and Beverage,27.56,2020
3550,NPI7972323336,Johnson & Johnson,Stelara,Speaker Fee,696.11,2021
3551,NPI7972323336,Johnson & Johnson,Xarelto,Consulting Fee,3108.58,2021
3552,NPI3980794660,Boehringer Ingelheim,Pradaxa,Royalty or License,3445.51,2023
3553,NPI3980794660,Bristol-Myers Squibb,Eliquis,Food and Beverage,20.16,2021
3554,NPI3980794660,Boehringer Ingelheim,Jardiance,Food and Beverage,6.86,2023
3555,NPI3980794660,Eli Lilly,Verzenio,Food and Beverage,4.66,2023
3556,NPI3980794660,Boehringer Ingelheim,Ofev,Education,510.61,2021
3557,NPI3980794660,Bristol-Myers Squibb,Revlimid,Food and Beverage,24.38,2019
3558,NPI3980794660,Boehringer Ingelheim,Jardiance,Food and Beverage,48.05,2021
3559,NPI3980794660,Boehringer Ingelheim,Pradaxa,Education,758.33,2023
3560,NPI3980794660,Bristol-Myers Squibb,Opdivo,Food and Beverage,21.82,2022
3561,NPI3980794660,Boehringer Ingelheim,Jardiance,Consulting Fee,3030.14,2021
3562,NPI3980794660,Boehringer Ingelheim,Jardiance,Food and Beverage,12.78,2023
3563,NPI2698592988,Eli Lilly,Verzenio,Research,42785.63,2022
3564,NPI2698592988,Eli Lilly,Taltz,Food and Beverage,9.19,2023
3565,NPI5216905264,AstraZeneca,Brilinta,Food and Beverage,30.31,2019
3566,NPI5216905264,AbbVie,Imbruvica,Food and Beverage,36.06,2023
3567,NPI5216905264,AstraZeneca,Brilinta,Food and Beverage,2.78,2020
3568,NPI9639481773,Novartis,Zolgensma,Speaker Fee,8972.84,2022
3569,NPI9639481773,Bristol-Myers Squibb,Opdivo,Consulting Fee,4217.32,2021
3570,NPI9639481773,Novartis,Zolgensma,Speaker Fee,1032.49,2021
3571,NPI9639481773,Johnson & Johnson,Xarelto,Food and Beverage,7.2,2022
3572,NPI9639481773,Bristol-Myers Squibb,Eliquis,Food and Beverage,94.14,2019
3573,NPI9639481773,Johnson & Johnson,Xarelto,Consulting Fee,1014.89,2023
3574,NPI9639481773,Johnson & Johnson,Invega,Travel and Lodging,159.05,2020
3575,NPI9639481773,Johnson & Johnson,Xarelto,Food and Beverage,8.98,2020
3576,NPI9639481773,Bristol-Myers Squibb,Opdivo,Food and Beverage,6.07,2019
3577,NPI9639481773,Johnson & Johnson,Invega,Consulting Fee,4273.54,2019
3578,NPI9639481773,Johnson & Johnson,Stelara,Consulting Fee,1749.53,2022
3579,NPI9639481773,Novartis,Zolgensma,Speaker Fee,3754.07,2023
3580,NPI9639481773,Bristol-Myers Squibb,Opdivo,Food and Beverage,33.9,2021
3581,NPI9639481773,Novartis,Entresto,Consulting Fee,1642.73,2019
3582,NPI9639481773,Novartis,Entresto,Food and Beverage,58.0,2020
3583,NPI9639481773,Novartis,Zolgensma,Food and Beverage,8.82,2020
3584,NPI9639481773,Johnson & Johnson,Xarelto,Food and Beverage,56.28,2022
3585,NPI9639481773,Johnson & Johnson,Stelara,Food and Beverage,69.01,2022
3586,NPI9639481773,Johnson & Johnson,Invega,Food and Beverage,20.6,2020
3587,NPI2329781005,Merck,Keytruda,Consulting Fee,324.88,2021
3588,NPI2329781005,Merck,Gardasil,Food and Beverage,8.6,2019
3589,NPI2329781005,Merck,Januvia,Food and Beverage,13.37,2022
3590,NPI2329781005,Merck,Januvia,Food and Beverage,4.58,2022
3591,NPI2329781005,Merck,Januvia,Food and Beverage,9.66,2021
3592,NPI2329781005,Merck,Keytruda,Food and Beverage,17.91,2021
3593,NPI2329781005,Merck,Keytruda,Food and Beverage,51.89,2022
3594,NPI2329781005,Merck,Gardasil,Food and Beverage,65.94,2022
3595,NPI2329781005,Bristol-Myers Squibb,Opdivo,Travel and Lodging,339.43,2022
3596,NPI2329781005,Bristol-Myers Squibb,Revlimid,Food and Beverage,7.31,2023
3597,NPI2329781005,Merck,Gardasil,Consulting Fee,991.63,2019
3598,NPI2329781005,Bristol-Myers Squibb,Eliquis,Food and Beverage,8.19,2019
3599,NPI2329781005,Bristol-Myers Squibb,Opdivo,Food and Beverage,53.92,2019
3600,NPI2329781005,Merck,Keytruda,Consulting Fee,2426.47,2022
3601,NPI2329781005,Bristol-Myers Squibb,Revlimid,Food and Beverage,15.0,2022
3602,NPI2329781005,Bristol-Myers Squibb,Eliquis,Food and Beverage,57.99,2022
3603,NPI2329781005,Bristol-Myers Squibb,Revlimid,Speaker Fee,3315.52,2019
3604,NPI2329781005,Bristol-Myers Squibb,Revlimid,Food and Beverage,64.08,2022
3605,NPI2329781005,Bristol-Myers Squibb,Revlimid,Food and Beverage,12.09,2021
3606,NPI2329781005,Merck,Januvia,Speaker Fee,3948.81,2022
3607,NPI2329781005,Merck,Januvia,Food and Beverage,8.89,2022
3608,NPI2329781005,Merck,Gardasil,Food and Beverage,27.23,2021
3609,NPI2329781005,Bristol-Myers Squibb,Opdivo,Consulting Fee,2450.76,2022
3610,NPI2329781005,Merck,Gardasil,Consulting Fee,1495.33,2020
3611,NPI2329781005,Bristol-Myers Squibb,Revlimid,Food and Beverage,16.66,2023
3612,NPI2329781005,Bristol-Myers Squibb,Revlimid,Food and Beverage,3.86,2021
3613,NPI2329781005,Bristol-Myers Squibb,Eliquis,Food and Beverage,7.6,2019
3614,NPI2329781005,Bristol-Myers Squibb,Opdivo,Food and Beverage,51.02,2022
3615,NPI2329781005,Merck,Keytruda,Food and Beverage,25.66,2022
3616,NPI4463151714,Pfizer,Eliquis,Education,482.74,2022
3617,NPI4463151714,Bristol-Myers Squibb,Eliquis,Speaker Fee,2898.71,2019
3618,NPI8068996200,Bristol-Myers Squibb,Revlimid,Food and Beverage,42.78,2020
3619,NPI8068996200,Bristol-Myers Squibb,Revlimid,Food and Beverage,35.51,2021
3620,NPI8068996200,Amgen,Otezla,Consulting Fee,3130.13,2021
3621,NPI8068996200,Bristol-Myers Squibb,Eliquis,Education,640.64,2019
3622,NPI8068996200,Bristol-Myers Squibb,Opdivo,Speaker Fee,11484.64,2022
3623,NPI8068996200,Bristol-Myers Squibb,Eliquis,Consulting Fee,2034.91,2021
3624,NPI8068996200,Amgen,Repatha,Food and Beverage,49.78,2021
3625,NPI8068996200,Amgen,Repatha,Food and Beverage,29.1,2020
3626,NPI8068996200,Bristol-Myers Squibb,Eliquis,Food and Beverage,17.56,2021
3627,NPI8068996200,Bristol-Myers Squibb,Eliquis,Travel and Lodging,490.81,2022
3628,NPI8068996200,Amgen,Repatha,Food and Beverage,23.06,2021
3629,NPI8068996200,Amgen,Repatha,Food and Beverage,7.5,2019
3630,NPI8068996200,Bristol-Myers Squibb,Revlimid,Food and Beverage,5.66,2023
3631,NPI8068996200,Amgen,Repatha,Food and Beverage,7.32,2022
3632,NPI8068996200,Bristol-Myers Squibb,Eliquis,Education,1733.09,2022
3633,NPI8068996200,Amgen,Enbrel,Food and Beverage,21.69,2022
3634,NPI8068996200,Bristol-Myers Squibb,Revlimid,Food and Beverage,10.25,2023
3635,NPI8068996200,Amgen,Enbrel,Education,1355.27,2023
3636,NPI1054812517,Merck,Keytruda,Consulting Fee,3380.19,2023
